0.7849252030487729,11.10137301138816,1,4
0.830004124375976,9.851621551554874,2,5
Inf,Inf,3,4
0.991240937229643,40.00667006287652,4,10
0.9999974247148777,17350.56903203893,4,50
Inf,Inf,4,100
