400,1,0.5,0.3934875,0.497325,0.49725625,0.1075639360351488,8.790883494399264e-13
400,0.75,0.5,0.3934875,0.4943875,0.494575,0.1022471111500636,1.08367922505634e-12
400,0.5,0.5,0.3934875,0.49154375,0.4896625,0.107770930393599,1.690439777059373e-12
400,0.25,0.5,0.3934875,0.49239375,0.48904375,0.1057120200712234,1.307117665667266e-12
400,0.1,0.5,0.3934875,0.4928875,0.4876625,0.1134989421116188,1.785611615969222e-12
400,1,0.25,0.220925,0.48913125,0.4901,0.09508301643654704,1.069231555892721e-12
400,0.75,0.25,0.220925,0.4791,0.48113125,0.1171889605466276,7.066041418561679e-13
400,0.5,0.25,0.220925,0.4762375,0.4715875,0.1042789859930053,2.020025670275617e-12
400,0.25,0.25,0.220925,0.479025,0.47235625,0.1058790284441784,2.567428894756488e-12
400,0.1,0.25,0.220925,0.47833125,0.464325,0.103319886722602,2.847356709136384e-12
400,1,0.1,0.09544999999999999,0.46385,0.466775,0.09365300077479333,2.722778136134499e-13
400,0.75,0.1,0.09544999999999999,0.43958125,0.43549375,0.09043505496811122,2.925970534354065e-13
400,0.5,0.1,0.09544999999999999,0.4303375,0.41446875,0.08940602419897914,2.913723321310397e-13
400,0.25,0.1,0.09544999999999999,0.4328625,0.40929375,0.09212689287960529,6.032309115346261e-13
400,0.1,0.1,0.09544999999999999,0.4211625,0.4028,0.09563606791198254,5.905105107147775e-13
